2026-02-26 17:55:35.8589 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect RADIO_TRANS_START from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\RADIO_TRANS_START_ALTERNATE.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 17:55:35.8589 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect RADIO_TRANS_START from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\RADIO_TRANS_START_APACHE.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 17:55:35.8589 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect INTERCOM_TRANS_END from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\INTERCOM_TRANS_END.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 17:55:35.8589 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect INTERCOM_TRANS_END from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\INTERCOM_TRANS_END_SILENT.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 17:55:35.8589 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect INTERCOM_TRANS_START from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\INTERCOM_TRANS_START.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 17:55:35.8589 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect INTERCOM_TRANS_START from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\INTERCOM_TRANS_START_SILENT.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 17:55:35.8589 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect KY_58_TX from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\KY_58_TX.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 17:55:35.8589 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect KY_58_RX from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\KY_58_RX.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 17:55:35.8589 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect NATO_TONE from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\NATO_TONE.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 17:55:35.8589 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect MIDS_TX from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\MIDS_TX.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 17:55:35.8589 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect MIDS_TX_END from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\MIDS_TX_END.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 17:55:35.8589 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect HAVEQUICK_TONE from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\HAVEQUICK_TONE.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 17:55:35.9066 | Ciribob.DCS.SimpleRadio.Standalone.Client.UI.ClientWindow.MainWindow | Started DCS SRS Client 2.3.6.0 
2026-02-26 17:55:35.9066 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.AudioInputSingleton | Audio Input - Saved ID default 
2026-02-26 17:55:35.9066 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.AudioInputSingleton | Audio Input - 1 audio input devices available, configuring as usual 
2026-02-26 17:55:35.9985 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.AudioInputSingleton | Audio Input - Razer BlackShark V2 HS 2.4 {0.0.1.00000000}.{a4c4da49-8fe2-44c6-8300-a57c8af4c51e} CHN:1 Rate:48000 
2026-02-26 17:55:35.9985 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.AudioOutputSingleton | Building Normal Audio Outputs 
2026-02-26 17:55:35.9985 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.AudioOutputSingleton | Audio Output - Saved ID default 
2026-02-26 17:55:36.0635 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.AudioOutputSingleton | Audio Output - Realtek USB Audio {0.0.0.00000000}.{0ff2f7e3-2f9d-4faa-ac17-dac3c9394953} CHN:2 Rate:48000 
2026-02-26 17:55:36.1716 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.AudioOutputSingleton | Audio Output - Razer BlackShark V2 HS 2.4 {0.0.0.00000000}.{9897b9e1-2d82-44c6-8e18-13fecd406b92} CHN:2 Rate:48000 
2026-02-26 17:55:36.2192 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.AudioOutputSingleton | Building Microphone Audio Outputs 
2026-02-26 17:55:36.2192 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.AudioOutputSingleton | Mic Audio Output - Saved ID  
2026-02-26 17:55:36.2817 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.AudioOutputSingleton | Audio Output - Realtek USB Audio {0.0.0.00000000}.{0ff2f7e3-2f9d-4faa-ac17-dac3c9394953} CHN:2 Rate:48000 
2026-02-26 17:55:36.3897 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.AudioOutputSingleton | Audio Output - Razer BlackShark V2 HS 2.4 {0.0.0.00000000}.{9897b9e1-2d82-44c6-8e18-13fecd406b92} CHN:2 Rate:48000 
2026-02-26 17:55:36.4382 | Ciribob.DCS.SimpleRadio.Standalone.Client.Settings.Favourites.CsvFavouriteServerStore | Failed to parse address from csv, text:  System.ArgumentOutOfRangeException: address must be at least 3 segments (Parameter 'line')
   at Ciribob.DCS.SimpleRadio.Standalone.Client.Settings.Favourites.CsvFavouriteServerStore.Parse(String line)
   at Ciribob.DCS.SimpleRadio.Standalone.Client.Settings.Favourites.CsvFavouriteServerStore.ReadFile()
2026-02-26 17:55:36.4382 | Ciribob.DCS.SimpleRadio.Standalone.Client.Settings.Favourites.CsvFavouriteServerStore | Failed to parse address from csv, text:  System.ArgumentOutOfRangeException: address must be at least 3 segments (Parameter 'line')
   at Ciribob.DCS.SimpleRadio.Standalone.Client.Settings.Favourites.CsvFavouriteServerStore.Parse(String line)
   at Ciribob.DCS.SimpleRadio.Standalone.Client.Settings.Favourites.CsvFavouriteServerStore.ReadFile()
2026-02-26 17:55:36.4519 | Ciribob.DCS.SimpleRadio.Standalone.Client.UI.ClientWindow.MainWindow | Checking window visibility for main client window {X=649,Y=605} 
2026-02-26 17:55:36.4519 | Ciribob.DCS.SimpleRadio.Standalone.Client.UI.ClientWindow.MainWindow | Checking window visibility for radio overlay {X=300,Y=300} 
2026-02-26 17:55:36.4519 | Ciribob.DCS.SimpleRadio.Standalone.Client.UI.ClientWindow.MainWindow | Checking window visibility for AWACS overlay {X=300,Y=300} 
2026-02-26 17:55:36.4519 | Ciribob.DCS.SimpleRadio.Standalone.Client.UI.ClientWindow.MainWindow | Checking screen \\.\DISPLAY6 with bounds {X=2560,Y=0,Width=2560,Height=1440} for window visibility 
2026-02-26 17:55:36.4519 | Ciribob.DCS.SimpleRadio.Standalone.Client.UI.ClientWindow.MainWindow | Checking primary screen \\.\DISPLAY5 with bounds {X=0,Y=0,Width=2560,Height=1440} for window visibility 
2026-02-26 17:55:36.4519 | Ciribob.DCS.SimpleRadio.Standalone.Client.UI.ClientWindow.MainWindow | Main client window {X=649,Y=605} is visible on primary screen \\.\DISPLAY5 with bounds {X=0,Y=0,Width=2560,Height=1440} 
2026-02-26 17:55:36.4519 | Ciribob.DCS.SimpleRadio.Standalone.Client.UI.ClientWindow.MainWindow | Radio overlay {X=300,Y=300} is visible on primary screen \\.\DISPLAY5 with bounds {X=0,Y=0,Width=2560,Height=1440} 
2026-02-26 17:55:36.4519 | Ciribob.DCS.SimpleRadio.Standalone.Client.UI.ClientWindow.MainWindow | AWACS overlay {X=300,Y=300} is visible on primary screen \\.\DISPLAY5 with bounds {X=0,Y=0,Width=2560,Height=1440} 
2026-02-26 17:55:38.3800 | Ciribob.DCS.SimpleRadio.Standalone.Common.Helpers.UpdaterChecker | Running latest stable version: 2.3.6.0 
2026-02-26 17:57:40.8277 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | Attempt to Load Whitelist from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\whitelist.txt 
2026-02-26 17:57:40.8277 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | File doesnt exist: C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\whitelist.txt 
2026-02-26 17:57:40.8277 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | Attempt to Load Blacklist from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\blacklist.txt 
2026-02-26 17:57:40.8277 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | File doesnt exist: C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\blacklist.txt 
2026-02-26 17:57:40.8277 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | Starting Device Search. Expand Search: False. Use XInput (for Xbox controllers): False 
2026-02-26 17:57:40.9037 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | Found Device ID:6f1d2b60-d5a0-11cf-bfc7-444553540000 Mouse Usage: Undefined Type: Mouse 
2026-02-26 17:57:40.9037 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | Adding Device ID:6f1d2b60-d5a0-11cf-bfc7-444553540000 Mouse 
2026-02-26 17:57:40.9081 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | Found Device ID:6f1d2b61-d5a0-11cf-bfc7-444553540000 Teclado Usage: Undefined Type: Keyboard 
2026-02-26 17:57:40.9081 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | Adding Device ID:6f1d2b61-d5a0-11cf-bfc7-444553540000 Teclado 
2026-02-26 17:57:40.9081 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | Found Device ID:024e1532-0000-0000-0000-504944564944 Razer BlackWidow V3 Usage: Generic Type: Device 
2026-02-26 17:57:40.9081 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | Found Device ID:508106a3-0000-0000-0000-504944564944 Programmable Hotkeys Usage: Consumer Type: Device 
2026-02-26 17:57:40.9081 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | Found Device ID:007a1532-0000-0000-0000-504944564944 Razer Viper Ultimate Usage: Consumer Type: Device 
2026-02-26 17:57:40.9081 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | Found Device ID:007a1532-0000-0000-0000-504944564944 HID-compliant consumer control device Usage: Consumer Type: Device 
2026-02-26 17:57:40.9081 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | Found Device ID:007a1532-0000-0000-0000-504944564944 Razer Viper Ultimate Usage: Generic Type: Device 
2026-02-26 17:57:40.9081 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | Found Device ID:024e1532-0000-0000-0000-504944564944 Razer BlackWidow V3 Usage: Consumer Type: Device 
2026-02-26 17:57:40.9081 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | Found Device ID:007a1532-0000-0000-0000-504944564944 Razer Viper Ultimate Usage: Generic Type: Device 
2026-02-26 17:57:40.9081 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | Found Device ID:d6e70db0-0000-0000-0000-504944564944 USB Audio Usage: -64 Type: Device 
2026-02-26 17:57:40.9081 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | Found Device ID:024e1532-0000-0000-0000-504944564944 Razer BlackWidow V3 Usage: 89 Type: Device 
2026-02-26 17:57:40.9081 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | Found Device ID:007a1532-0000-0000-0000-504944564944 Razer Viper Ultimate Usage: Generic Type: Device 
2026-02-26 17:57:40.9081 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | Found Device ID:05651532-0000-0000-0000-504944564944 Razer BlackShark V2 HS 2.4 Usage: -237 Type: Device 
2026-02-26 17:57:40.9081 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | Found Device ID:05651532-0000-0000-0000-504944564944 Razer BlackShark V2 HS 2.4 Usage: Consumer Type: Device 
2026-02-26 17:57:40.9081 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | Found Device ID:024e1532-0000-0000-0000-504944564944 HID-compliant consumer control device Usage: Consumer Type: Device 
2026-02-26 17:57:40.9081 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | Found Device ID:05651532-0000-0000-0000-504944564944 Razer BlackShark V2 HS 2.4 Usage: Telephony Type: Device 
2026-02-26 17:57:40.9081 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | Found Device ID:05651532-0000-0000-0000-504944564944 Razer BlackShark V2 HS 2.4 Usage: -236 Type: Device 
2026-02-26 17:57:40.9081 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | Found Device ID:024e1532-0000-0000-0000-504944564944 Razer BlackWidow V3 Usage: Consumer Type: Device 
2026-02-26 17:57:40.9081 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | Found Device ID:024e1532-0000-0000-0000-504944564944 Razer BlackWidow V3 Usage: Generic Type: Device 
2026-02-26 17:57:40.9081 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.InputDeviceManager | Found Device ID:024e1532-0000-0000-0000-504944564944 Razer BlackWidow V3 Usage: Generic Type: Device 
2026-02-26 17:57:47.2385 | Ciribob.DCS.SimpleRadio.Standalone.Common.Network.Client.TCPClientHandler | TryConnect @ 192.168.0.20:5002 
2026-02-26 17:57:47.3213 | Ciribob.DCS.SimpleRadio.Standalone.Common.Network.Client.UDPVoiceHandler | Pinging Server - Starting 
2026-02-26 17:57:47.3213 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Recording.AudioRecordingManager | Transmission recording disabled 
2026-02-26 17:57:47.3213 | Ciribob.DCS.SimpleRadio.Standalone.Common.Network.Client.UDPVoiceHandler | Received initial Ping Back from Server 
2026-02-26 17:59:42.3365 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.RadioModelFactory | Unable to parse radio preset files C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\RadioModelsCustom 
2026-02-26 18:00:35.3657 | Ciribob.DCS.SimpleRadio.Standalone.Common.Network.Client.UDPVoiceHandler | UDP Voice Handler Thread Stop 
2026-02-26 18:00:35.3657 | Ciribob.DCS.SimpleRadio.Standalone.Common.Network.Client.TCPClientHandler | Disconnecting. 
2026-02-26 18:00:35.3657 | Ciribob.DCS.SimpleRadio.Standalone.Client.Audio.Managers.AudioManager | Recording Stopped 
2026-02-26 18:00:35.3657 | Ciribob.DCS.SimpleRadio.Standalone.Common.Network.Client.TCPClientHandler | Disconnecting from server... 
2026-02-26 18:00:35.3657 | Ciribob.DCS.SimpleRadio.Standalone.Common.Network.Client.TCPClientHandler | Disconnected. 
2026-02-26 18:00:41.5511 | Ciribob.DCS.SimpleRadio.Standalone.Client.Network.DCS.DCSAutoConnectHandler | Shutting down DCS AutoConnect listener. 
2026-02-26 18:02:48.7540 | Ciribob.DCS.SimpleRadio.Standalone.Client.App | Arguments: 
2026-02-26 18:02:48.7540 | Ciribob.DCS.SimpleRadio.Standalone.Client.App | C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\SR-ClientRadio.exe 
2026-02-26 18:02:48.7540 | Ciribob.DCS.SimpleRadio.Standalone.Client.App | User running as admin: False 
2026-02-26 18:02:48.7540 | Ciribob.DCS.SimpleRadio.Standalone.Client.App | Admin rights not required 
2026-02-26 18:02:49.0841 | Ciribob.DCS.SimpleRadio.Standalone.Client.Network.DCS.DCSAutoConnectHandler | DCS AutoConnect Listener Started. 
2026-02-26 18:02:49.1809 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect RADIO_TRANS_END from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\RADIO_TRANS_END.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 18:02:49.1809 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect RADIO_TRANS_END from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\RADIO_TRANS_END_ALTERNATE.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 18:02:49.1809 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect RADIO_TRANS_START from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\RADIO_TRANS_START.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 18:02:49.1809 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect RADIO_TRANS_START from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\RADIO_TRANS_START_ALTERNATE.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 18:02:49.1809 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect RADIO_TRANS_START from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\RADIO_TRANS_START_APACHE.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 18:02:49.1809 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect INTERCOM_TRANS_END from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\INTERCOM_TRANS_END.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 18:02:49.1809 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect INTERCOM_TRANS_END from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\INTERCOM_TRANS_END_SILENT.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 18:02:49.1809 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect INTERCOM_TRANS_START from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\INTERCOM_TRANS_START.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 18:02:49.1809 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect INTERCOM_TRANS_START from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\INTERCOM_TRANS_START_SILENT.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 18:02:49.1809 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect KY_58_TX from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\KY_58_TX.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 18:02:49.1809 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect KY_58_RX from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\KY_58_RX.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 18:02:49.1809 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect NATO_TONE from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\NATO_TONE.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 18:02:49.1809 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect MIDS_TX from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\MIDS_TX.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 18:02:49.1809 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect MIDS_TX_END from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\MIDS_TX_END.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 18:02:49.1809 | Ciribob.DCS.SimpleRadio.Standalone.Common.Audio.Models.CachedAudioEffect | Read Effect HAVEQUICK_TONE from C:\Users\Albert\AppData\Local\DCS-SimpleRadio-Standalone\Client\\AudioEffects\HAVEQUICK_TONE.wav Successfully - Format 16 bit PCM: 48000Hz 1 channels 
2026-02-26 18:02:49.2323 | Ciribob.DCS.SimpleRadio.Standalone.Client.UI.ClientWindow.MainWindow | Started DCS SRS Client 2.3.6.0 
2026-02-26 18:02:49.2323 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.AudioInputSingleton | Audio Input - Saved ID default 
2026-02-26 18:02:49.2323 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.AudioInputSingleton | Audio Input - 1 audio input devices available, configuring as usual 
2026-02-26 18:02:49.3244 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.AudioInputSingleton | Audio Input - Razer BlackShark V2 HS 2.4 {0.0.1.00000000}.{a4c4da49-8fe2-44c6-8300-a57c8af4c51e} CHN:1 Rate:48000 
2026-02-26 18:02:49.3244 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.AudioOutputSingleton | Building Normal Audio Outputs 
2026-02-26 18:02:49.3244 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.AudioOutputSingleton | Audio Output - Saved ID default 
2026-02-26 18:02:49.3896 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.AudioOutputSingleton | Audio Output - Realtek USB Audio {0.0.0.00000000}.{0ff2f7e3-2f9d-4faa-ac17-dac3c9394953} CHN:2 Rate:48000 
2026-02-26 18:02:49.4985 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.AudioOutputSingleton | Audio Output - Razer BlackShark V2 HS 2.4 {0.0.0.00000000}.{9897b9e1-2d82-44c6-8e18-13fecd406b92} CHN:2 Rate:48000 
2026-02-26 18:02:49.5472 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.AudioOutputSingleton | Building Microphone Audio Outputs 
2026-02-26 18:02:49.5472 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.AudioOutputSingleton | Mic Audio Output - Saved ID  
2026-02-26 18:02:49.6101 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.AudioOutputSingleton | Audio Output - Realtek USB Audio {0.0.0.00000000}.{0ff2f7e3-2f9d-4faa-ac17-dac3c9394953} CHN:2 Rate:48000 
2026-02-26 18:02:49.7195 | Ciribob.DCS.SimpleRadio.Standalone.Client.Singletons.AudioOutputSingleton | Audio Output - Razer BlackShark V2 HS 2.4 {0.0.0.00000000}.{9897b9e1-2d82-44c6-8e18-13fecd406b92} CHN:2 Rate:48000 
2026-02-26 18:02:49.7687 | Ciribob.DCS.SimpleRadio.Standalone.Client.Settings.Favourites.CsvFavouriteServerStore | Failed to parse address from csv, text:  System.ArgumentOutOfRangeException: address must be at least 3 segments (Parameter 'line')
   at Ciribob.DCS.SimpleRadio.Standalone.Client.Settings.Favourites.CsvFavouriteServerStore.Parse(String line)
   at Ciribob.DCS.SimpleRadio.Standalone.Client.Settings.Favourites.CsvFavouriteServerStore.ReadFile()
2026-02-26 18:02:49.7687 | Ciribob.DCS.SimpleRadio.Standalone.Client.Settings.Favourites.CsvFavouriteServerStore | Failed to parse address from csv, text:  System.ArgumentOutOfRangeException: address must be at least 3 segments (Parameter 'line')
   at Ciribob.DCS.SimpleRadio.Standalone.Client.Settings.Favourites.CsvFavouriteServerStore.Parse(String line)
   at Ciribob.DCS.SimpleRadio.Standalone.Client.Settings.Favourites.CsvFavouriteServerStore.ReadFile()
2026-02-26 18:02:49.7839 | Ciribob.DCS.SimpleRadio.Standalone.Client.UI.ClientWindow.MainWindow | Checking window visibility for main client window {X=623,Y=586} 
2026-02-26 18:02:49.7839 | Ciribob.DCS.SimpleRadio.Standalone.Client.UI.ClientWindow.MainWindow | Checking window visibility for radio overlay {X=300,Y=300} 
2026-02-26 18:02:49.7839 | Ciribob.DCS.SimpleRadio.Standalone.Client.UI.ClientWindow.MainWindow | Checking window visibility for AWACS overlay {X=550,Y=520} 
2026-02-26 18:02:49.7839 | Ciribob.DCS.SimpleRadio.Standalone.Client.UI.ClientWindow.MainWindow | Checking screen \\.\DISPLAY6 with bounds {X=2560,Y=0,Width=2560,Height=1440} for window visibility 
2026-02-26 18:02:49.7839 | Ciribob.DCS.SimpleRadio.Standalone.Client.UI.ClientWindow.MainWindow | Checking primary screen \\.\DISPLAY5 with bounds {X=0,Y=0,Width=2560,Height=1440} for window visibility 
2026-02-26 18:02:49.7839 | Ciribob.DCS.SimpleRadio.Standalone.Client.UI.ClientWindow.MainWindow | Main client window {X=623,Y=586} is visible on primary screen \\.\DISPLAY5 with bounds {X=0,Y=0,Width=2560,Height=1440} 
2026-02-26 18:02:49.7839 | Ciribob.DCS.SimpleRadio.Standalone.Client.UI.ClientWindow.MainWindow | Radio overlay {X=300,Y=300} is visible on primary screen \\.\DISPLAY5 with bounds {X=0,Y=0,Width=2560,Height=1440} 
2026-02-26 18:02:49.7839 | Ciribob.DCS.SimpleRadio.Standalone.Client.UI.ClientWindow.MainWindow | AWACS overlay {X=550,Y=520} is visible on primary screen \\.\DISPLAY5 with bounds {X=0,Y=0,Width=2560,Height=1440} 
2026-02-26 18:02:51.7119 | Ciribob.DCS.SimpleRadio.Standalone.Common.Helpers.UpdaterChecker | Running latest stable version: 2.3.6.0 
2026-02-26 18:03:19.5526 | Ciribob.DCS.SimpleRadio.Standalone.Common.Network.Client.TCPClientHandler | TryConnect @ 192.168.0.20:5002 
2026-02-26 18:03:19.6459 | Ciribob.DCS.SimpleRadio.Standalone.Common.Network.Client.UDPVoiceHandler | Pinging Server - Starting 
2026-02-26 18:03:19.6459 | Ciribob.DCS.SimpleRadio.Standalone.Common.Network.Client.UDPVoiceHandler | Received initial Ping Back from Server 
